stage_b_order	accession	source_state	canonical_state	terminal_state	reason	row_sha256
290	GCF_020668725.1	COMPLETE	COMPLETE	VALIDATED	.	c06bf96d19dcc9db28d6c80c50576d6e0d78d12381f353c0f3da91d4bcbda6da
291	GCF_002764815.1	COMPLETE	COMPLETE	VALIDATED	.	0bd03610f0329c34c2cedf29f09f0799e4524e92e0d893237ee41fd8c60417c2
292	GCF_006230075.1	COMPLETE	COMPLETE	VALIDATED	.	35610b153f25dc3764c5078f6d6056e06c7c5d0a9d418e9c6deb30e4e6b85e66
293	GCF_009793765.1	COMPLETE	COMPLETE	VALIDATED	.	ee855c91dba74bffacd3c988ebc3f226b8454303f5d64989e446685664f4e662
294	GCF_003302995.1	COMPLETE	COMPLETE	VALIDATED	.	c0cd98ad783472da552f34723077be60b776a147243e31143877b85ef4ffcd98
295	GCF_002056065.1	COMPLETE	COMPLETE	VALIDATED	.	5d38f18725820d936f7f40cc79a66eea71f3bd572a01b3e1710af8af4a1114a8
296	GCF_900195745.1	COMPLETE	COMPLETE	VALIDATED	.	f73caa792617f7ea27dfde97b395ca7856feb7161fb6a449520d3aee03278bc6
297	GCF_001571915.1	COMPLETE	COMPLETE	VALIDATED	.	861f8b66c58aaf07ec07a606f534b770106fbf4b36107efc8172f60c2c7ce475
298	GCF_002165115.2	COMPLETE	COMPLETE	VALIDATED	.	18ae0f4fb3bb6debd63eeeff059c2b7ef692298fe7bcd3a8e0451f1e78aac393
299	GCF_016905495.1	COMPLETE	COMPLETE	VALIDATED	.	aff4e87a959b675851b3a3aeeb18d055e91bd49190c9cc03c020820963142dd7
300	GCF_002194715.1	COMPLETE	COMPLETE	VALIDATED	.	9063646f6134c092d5113b8fcc5bfac260b041cb9931d4e40b8c3f4efc17ac0b
301	GCF_002002235.1	COMPLETE	COMPLETE	VALIDATED	.	bb38f3b315e3c42f9ff327637ea007b89941cd9b27d77420b1690d817335ba7e
302	GCF_001402805.1	COMPLETE	COMPLETE	VALIDATED	.	b58bb276b81629550347c7c2eb4979bdca695ccbc68646a923540a78df54a683
303	GCF_000703265.1	COMPLETE	COMPLETE	VALIDATED	.	eeddbcb1b35d1f534875fad394ed85442fd007a33ba781e723998004b4395ce2
304	GCF_009910465.1	COMPLETE	COMPLETE	VALIDATED	.	99b45a3b328df6d08177f5e4f3db7f337994280c2757c941b7dbc6e380b153bd
305	GCF_004661495.1	COMPLETE	COMPLETE	VALIDATED	.	652fbcfab75261b2ad70e393ca1b9cf7a2c2ec29aa7e87c94a088c621d7c1b26
306	GCF_002233475.1	COMPLETE	COMPLETE	VALIDATED	.	776e2e57f3d131771c41fa7de3670b6cb67089fc420e6dddaf138131c9b6c5f5
307	GCF_021342755.1	COMPLETE	COMPLETE	VALIDATED	.	03b02917818ab2fd02f79ff0b9353a3385e9e5fe7d55619c876e808fcc8a95df
308	GCF_003301875.1	COMPLETE	COMPLETE	VALIDATED	.	9c8ba755b81cc8286854d63c03ce75defc631a2be2b71b0e7acb9bdfffb402d4
309	GCF_003318595.1	COMPLETE	COMPLETE	VALIDATED	.	5732ce519830c0dc67d05fbf0b71222722fd2cd8535b1347da5aa382e08449f4
310	GCF_008388475.1	COMPLETE	COMPLETE	VALIDATED	.	67d2162f58fef1bb8c887426743215a3d4e1cf303560b25512929e9d378f3169
311	GCF_003302895.1	COMPLETE	COMPLETE	VALIDATED	.	da60f4e83d07b1357f2e4217361dac6ce83a3460660eed417f521c8d97cf54d0
312	GCF_001942085.1	COMPLETE	COMPLETE	VALIDATED	.	5ee097cc2f82bde501548e342e234812bc79a0617cc7d12082a1f338c0eea4d6
313	GCF_014862275.1	COMPLETE	COMPLETE	VALIDATED	.	21f42b0322b225da5cde909579fbbc0ffe0f4f1d57784d6f9165481e513f7349
314	GCF_017594325.1	COMPLETE	COMPLETE	VALIDATED	.	c95620af926313c2373f5df2b4cf45bff79821a365ffa99cb80cddf328e6b363
315	GCF_014117345.2	COMPLETE	COMPLETE	VALIDATED	.	56e8dc3a52b06c2a048ca8cf66924e6d1925fec193e0eb081bcfc119736a296f
316	GCF_003328095.1	COMPLETE	COMPLETE	VALIDATED	.	90d4d7e66a40eea78bcccd1753b22b62455259d3977b879e7dd840806a4d79dd
317	GCF_017165455.1	COMPLETE	COMPLETE	VALIDATED	.	3290affaabe3023db57216c2cfcbef24d856ee43b4b491d29d2987a1102bdd1a
318	GCF_900499255.1	COMPLETE	COMPLETE	VALIDATED	.	58c6e90066f22abe6de760e5ad80338dc12c65c027325c3474e0a367551fb980
319	GCF_003469495.1	COMPLETE	COMPLETE	VALIDATED	.	13a685fb0f80699f2e03c1074ad274f85bad2f945eaf1b102b9a6dae534c5e84
320	GCF_017595435.1	COMPLETE	COMPLETE	VALIDATED	.	850a6dd2fd3cdd0083bf16be57d052025a151680f81cbea074204e8424812e24
321	GCF_001911755.1	COMPLETE	COMPLETE	VALIDATED	.	a9068c8b28588de1d2f3801fe2c3d6d307e6ced911cfe7cbf7ec66a97d97f45b
322	GCF_009600715.1	COMPLETE	COMPLETE	VALIDATED	.	b4e7901b3cc371074b9c631311affe1f2d062df1718a3c61781022ce293f0366
323	GCF_002228035.1	COMPLETE	COMPLETE	VALIDATED	.	86d3b2c18bdcc0511b1511481cda1e2115576836f4a8e997ba72dca94639bb6b
324	GCF_009899125.1	COMPLETE	COMPLETE	VALIDATED	.	0392a00e1115e22c5d25c85326951b07e032d7ec1975672263f9ddaedbc1acd3
325	GCF_002469155.1	COMPLETE	COMPLETE	VALIDATED	.	0ebd09c06a96ef96a13be750f604eb5e3162171110c0876a3a612d7e3c629d93
326	GCF_006352105.1	COMPLETE	COMPLETE	VALIDATED	.	80135cbcd23a029b575b38ebf6b1f628e94a98ac93017ba67e953c9f9c37264f
327	GCF_009820835.1	COMPLETE	COMPLETE	VALIDATED	.	4d5771a7c9a32c0c1cd61d242bd54413db40c93cb6acba880e880514ec6663f4
328	GCF_001506145.1	COMPLETE	COMPLETE	VALIDATED	.	6eb1044f5591e9a30e47e9c44502df7793ff46ad84b6c76a09eaa06c1e841767
329	GCF_002546515.1	COMPLETE	COMPLETE	VALIDATED	.	dd3e7abbbd36cfb2e3df4f61b694cd434e6d7e4605ffd056171a1219250f1482
330	GCF_000350765.1	COMPLETE	COMPLETE	VALIDATED	.	7eeb478ac97e6fa86237d88b667fb7c79d519e94e735c9b26481e0c150eafbad
331	GCF_016123575.1	COMPLETE	COMPLETE	VALIDATED	.	e53c1bca6cd4f9e1c0043dff3ed3e5a6727c2fc89138de9e8be6df2a0b7842b8
332	GCF_003361965.1	COMPLETE	COMPLETE	VALIDATED	.	6eae78bbabd176b1ef8a1c86955469835a9bc8bf8f23826ab363543cf7e19c0b
333	GCF_005395245.1	COMPLETE	COMPLETE	VALIDATED	.	5243fac154adad27107af0f50662ca81ea2e12be29ee993fb475457f890a6ac1
334	GCF_003018655.1	COMPLETE	COMPLETE	VALIDATED	.	20b4ede7c042d02e59291709d94351ed9d99bd1e3811db9411b091694c058c50
335	GCF_900499355.1	COMPLETE	COMPLETE	VALIDATED	.	1c9b122748e9d64ffe48203ddf1340a4ad702fe2d13c6b57d57535aa1edfb856
336	GCF_003730645.1	COMPLETE	COMPLETE	VALIDATED	.	5656924f6d4e504c2c55c9ae102463d6e623f5b51454cd341594abd7e193e52c
337	GCF_000819245.1	COMPLETE	COMPLETE	VALIDATED	.	7c148fd6d7808c953d9e75775a7a47d6ae188892ba07d900a3818849cf0135d8
338	GCF_011603145.1	COMPLETE	COMPLETE	VALIDATED	.	a409a5c8c94f786d2398d1bd40c3e70bc70c3b237e68b9b411f090a5c50cfc49
339	GCF_003027835.1	COMPLETE	COMPLETE	VALIDATED	.	06ff37a5472e9e4db90b0f507c93aa2173190aca35da149c30df15029fe07c86
340	GCF_002485405.1	COMPLETE	COMPLETE	VALIDATED	.	8c482ec257ebb97566c5573ca4fe3d692760cb7b8f3f2d412477510840a1e2fa
341	GCF_003303815.1	COMPLETE	COMPLETE	VALIDATED	.	2c4e37d4b0eeb7ed514090d06d9d9bb5725f8f89f1d00395dc37bc26f70b163e
342	GCF_002534845.1	COMPLETE	COMPLETE	VALIDATED	.	ee205494a1317c4acc73e068a550db6351187aed01c905a4a9b85ac22f823f31
343	GCF_900482185.1	COMPLETE	COMPLETE	VALIDATED	.	300263d27fe6b622954521524132e099b8fd1950b32ee35e8b464a0f16e7ed5c
344	GCF_001521415.1	COMPLETE	COMPLETE	VALIDATED	.	6c489ec6e78de2b6fcbdfdc8da379f639129b13db7858b7fa9dcff1ec6f5f288
345	GCF_001519485.1	COMPLETE	COMPLETE	VALIDATED	.	addb98ad3ace0c17b27d2e9b1001958ca1f939514dbc89df498cdef55ca41023
346	GCF_000006665.1	COMPLETE	COMPLETE	VALIDATED	.	c1030b5d263f8398062fd07694ca2cdb6e3ea6162e36f701ac1da91663342a46
347	GCF_015699425.1	COMPLETE	COMPLETE	VALIDATED	.	91ae3bf1c1c98625cd0ab786ef2e978981a97f139dba0fdfe36d1ac291bb8b45
348	GCF_020051575.1	COMPLETE	COMPLETE	VALIDATED	.	0ff35ac80e161b54a3cd9adaa122c33e58490c5414fd8fdae53ea5d58d8280e0
349	GCF_000797675.1	COMPLETE	COMPLETE	VALIDATED	.	4d5304fae01b82d50b059ff2b329ac023eabdd3f38ea5886b09184fcc1d8ccea
350	GCF_016123675.1	COMPLETE	COMPLETE	VALIDATED	.	e21c22ef14f2886dd68299183d4c60f7e857fcffdf0724be0b0aa54772187b19
351	GCF_001285365.1	COMPLETE	COMPLETE	VALIDATED	.	f058de2ed212efcd2f6a08fbb6b5bbed75a0d26025ee227913c323164b4c84cf
352	GCF_019202505.1	COMPLETE	COMPLETE	VALIDATED	.	8151281375c8135f0b58482a3bd9b9db4d0868739dcb1830b0fbcff74bf6dc74
353	GCF_003291305.1	COMPLETE	COMPLETE	VALIDATED	.	10d7ea9b19b2675f4df458dda050d71631389c6f7dbdcd16051f3e8197eda075
354	GCF_002518045.1	COMPLETE	COMPLETE	VALIDATED	.	48cf5726770c30ce879ed7826f8e738d2b4ee654acd192e46c002a496032cb84
355	GCF_006236345.1	COMPLETE	COMPLETE	VALIDATED	.	82488ba5176b259fb61598afce9c29eb9be9fb2229af63a07745338eb9b88bc8
356	GCF_000326745.1	COMPLETE	COMPLETE	VALIDATED	.	b1c3d5e6cfb038de75f84053fbb1d6b4196fdd6e5821a02234e7cc2ff69ab3fe
357	GCF_002461055.1	COMPLETE	COMPLETE	VALIDATED	.	fd4d03fe9eabb9365d0370f12d6fe214249654938babcec9220ef487e412c5cd
358	GCF_014169415.1	COMPLETE	COMPLETE	VALIDATED	.	92b88f341a33860fabe235bf0805432d0820ec4c7de88576876d5a61c19ab0d0
359	GCF_000356785.2	COMPLETE	COMPLETE	VALIDATED	.	df0be968db24dc3e2016c30f04ed181fc1181776068785d14d068a322cd42a54
360	GCF_016457665.1	COMPLETE	COMPLETE	VALIDATED	.	407173b40645c758e1d4466f64e67585cb5cbc459c135cd654870e6bc6fefa7f
361	GCF_011306375.1	COMPLETE	COMPLETE	VALIDATED	.	83c26c29cfec18f276d65e282f1ce0b92a8dafee184ed1710232df677fc8ea35
362	GCF_002193375.1	COMPLETE	COMPLETE	VALIDATED	.	50e0192b201a1c68945ccd2bee2dc207bdea25a0f9873c4a77d8ad686d9f5443
363	GCF_900479985.1	COMPLETE	COMPLETE	VALIDATED	.	71fe9ce03a0fc3267bf388f0f2f4cb47789a88609db0882fd311bef1a64e4cec
364	GCF_016735895.1	COMPLETE	COMPLETE	VALIDATED	.	2ce741c681953a817fd58b881b20385dbec3a3bed66824e57454c851afd95957
365	GCF_020515715.1	COMPLETE	COMPLETE	VALIDATED	.	51ae8b5850616bd8613a6b62022854fe0865f734aed3a5730ddc088d91f28d8e
366	GCF_002456795.1	COMPLETE	COMPLETE	VALIDATED	.	25219bd84b27f156344dfba7cfddc9ac14df39f701cd7b0a09f339a5a1c9e19c
367	GCF_008033655.1	COMPLETE	COMPLETE	VALIDATED	.	27ab2b8838896e2f82316daf92a626d9e2853655d9ca5b36850e7439477d465a
368	GCF_019219385.1	COMPLETE	COMPLETE	VALIDATED	.	cd42bf9c28dbf903d7914d7eb674886c9275dfa9fbf031aee29cb6f58514bba3
369	GCF_020282125.1	COMPLETE	COMPLETE	VALIDATED	.	7250da14a5136a9e179a425b18241fbb7281b8971b5e51187f93952e542f8f66
370	GCF_018884405.1	COMPLETE	COMPLETE	VALIDATED	.	4892e0353b2b2231b621c04b30fe6d9670c56cfbb1c8ddc1a3e80b963eef1907
371	GCF_004793095.1	COMPLETE	COMPLETE	VALIDATED	.	952effda3475082076e53d356b881d3a0a56d4f8971d2175da54e1a1e87bf9aa
372	GCF_017570645.1	COMPLETE	COMPLETE	VALIDATED	.	da7a8beb0af0e4ec0cdc3b2b013a5d9b303b3dcc177702085c181628a09520f2
373	GCF_003362335.1	COMPLETE	COMPLETE	VALIDATED	.	02800d45e3c16b1ffae461fcde52d013b9450e5e3a8b043093fe31ac3a2de06c
374	GCF_005398085.1	COMPLETE	COMPLETE	VALIDATED	.	67e9944025c2079dd2697ed0255801c67a55e4cba4a1e5e0f70b6bf32f6a7ec0
375	GCF_000618345.1	COMPLETE	COMPLETE	VALIDATED	.	984403e2bda52ccec27008ee8308c2b80d408d1a3d82f2ca0b76cb74102f1861
376	GCF_002537165.1	COMPLETE	COMPLETE	VALIDATED	.	6982b9d10d91c8a50693b229a20f48b833d697dbd1807a552d533ba8b1192e60
377	GCF_001901215.1	COMPLETE	COMPLETE	VALIDATED	.	aac73a3d1a7e5be828321c4fdf2ff9adb8e2dbb3dffcf78e8c8690638fca6611
378	GCF_013186555.1	COMPLETE	COMPLETE	VALIDATED	.	e652c2ecf4c15f264d4c72e32e66a77c450383443a7a73e5cb843c8c1b3a0bf6
379	GCF_001606755.1	COMPLETE	COMPLETE	VALIDATED	.	b6404ea61df328c707a88081227d2b418becae35711aa892110631ebaa4c54a2
380	GCF_006349865.1	COMPLETE	COMPLETE	VALIDATED	.	a0449afd039d24b9e41cde58cd96e402a3e25f6a87998ab762b65156fee1eae9
381	GCF_004522495.1	COMPLETE	COMPLETE	VALIDATED	.	bbeb8628772b31780f7b249b2e94d60556af0b2b525ff321c7e35fca38bed37d
382	GCF_001558995.2	COMPLETE	COMPLETE	VALIDATED	.	e5d518116fa6a70399238ef555b1c43f86119a878ceeeabc2a1fa7b6f8188a68
383	GCF_003304555.1	COMPLETE	COMPLETE	VALIDATED	.	065ddb7966c333e4a2449640486ddaefbf3fbfac16e23112801d2efaee476afd
384	GCF_900166865.1	COMPLETE	COMPLETE	VALIDATED	.	68be4dfcc81a4ac07d8b63450e3a2004c729a2ed653386a3e13bd5c0801714a6
385	GCF_018683135.1	COMPLETE	COMPLETE	VALIDATED	.	2ffa61bcf91d4e16110f9697376ccb05310d4318a066e049f6222525032c1aa0
386	GCF_002243915.1	COMPLETE	COMPLETE	VALIDATED	.	b0178b7650d65790f0ae8ca15ef4adfa88eb6e8aea960df4c57aa0e3a65dd400
387	GCF_002849195.1	COMPLETE	COMPLETE	VALIDATED	.	3bfe01c70cef8bb57f8f506804734af974c7e025f3efd27755064bb50aa646d6
388	GCF_021413285.1	COMPLETE	COMPLETE	VALIDATED	.	7dfc242b54efb3f235e167e56218f075b71edfba8509a8bd2b5180b352de00d0
389	GCF_902668645.1	COMPLETE	COMPLETE	VALIDATED	.	85349db1e463b8f678aa5f6fc467f7ff4080e0294c8ff5bdaced141cf502d66b
390	GCF_002226715.1	COMPLETE	COMPLETE	VALIDATED	.	c030b037ef0b4806ace867907bd897be92d5f0ccd10b2b9e376481a6b93b7602
391	GCF_000511425.1	COMPLETE	COMPLETE	VALIDATED	.	bafab5680cf6b46380a4590391cd2f47039c641c630607f7ada667166eb5c084
392	GCF_016761175.1	COMPLETE	COMPLETE	VALIDATED	.	67fa1b2ccbaf53c12c8ed9eae779f6ecdd0d5291dd7e588dbce1e02b6018d61f
393	GCF_002324625.1	COMPLETE	COMPLETE	VALIDATED	.	d3de68fa16a62d4e26d015eaef0a5d14dadc251775ff663bdebeaf9745a50b50
394	GCF_011603175.1	COMPLETE	COMPLETE	VALIDATED	.	9a1fabeca594e51eb98e34be67419d03643e321ba47cae94cf6010e74b9075be
395	GCF_019879625.1	COMPLETE	COMPLETE	VALIDATED	.	53e9ccdad9ee42c5f3d6329fde4c87e802e88cdd6a52793d1e567fde95fabf14
396	GCF_003297955.1	COMPLETE	COMPLETE	VALIDATED	.	42fb875f53f51ddd845daafe648d9d635c33c1f6e7d3ea51e3a01c1f6f7b77ef
397	GCF_005392285.1	COMPLETE	COMPLETE	VALIDATED	.	48fb29f2a8517a2a784e50e7f96e1247d4bd531d9959c5e59c756e045feca5c4
398	GCF_921294225.1	COMPLETE	COMPLETE	VALIDATED	.	60bb2c5e64b924868a19e777bb98735c91c75480cc5fe98232b3c841713841b9
399	GCF_015620665.1	COMPLETE	COMPLETE	VALIDATED	.	cd1bb4dbe4dd6142b14aefbfb0bb933296e16566eb3737e23b1d60a8b46ec5e6
400	GCF_016457315.1	COMPLETE	COMPLETE	VALIDATED	.	dfdd368f08ae31e594e493e5a4929b2b4c66aa59eba1b0077c6c413e4e287946
401	GCF_000357905.2	COMPLETE	COMPLETE	VALIDATED	.	a71e0c336656b5dfe8cc3dc6ae909eb834e8ed4121c649997c2e0b512cc9b4fa
402	GCF_009394435.1	COMPLETE	COMPLETE	VALIDATED	.	10aeadbc36f153f0f2d9ec97ea4a4337be9a1d0158952d194f0a959c0f804c45
403	GCF_014862785.1	COMPLETE	COMPLETE	VALIDATED	.	345f5e671f7c5389b3b787b5bdc9c6480f24c26ae49334a1e718d1c70a7c1677
404	GCF_902859485.1	COMPLETE	COMPLETE	VALIDATED	.	a913b3c9e921cc0aec639999fdc3654d88c2bb97faea0c69feb1b8b69a1b5f36
405	GCF_005382185.1	COMPLETE	COMPLETE	VALIDATED	.	6a2fab4d896f8e2ebab93871cbca1240119ee6a92f96e5ed340d2b6550be6c0f
406	GCF_900481275.1	COMPLETE	COMPLETE	VALIDATED	.	31740d64aa0090cc64bc8da8ed126a0e8dd11b8d8c524d58d73f2bb140e8b0ec
407	GCF_009393735.1	COMPLETE	COMPLETE	VALIDATED	.	32cb6196b9d50c18e7ffe2b9e12bf36bb98a2717b15794399ab51fd9e6006095
408	GCF_904809595.1	COMPLETE	COMPLETE	VALIDATED	.	b59aa778f886abb28b3b2cfc9cfae0e9e96f0cac221a41eb3572209032396091
409	GCF_009822935.1	COMPLETE	COMPLETE	VALIDATED	.	0dc9dc3f7ce36dbc6022f229808135b9a34e37609adf6eff4fc0cc252b1187dc
410	GCF_015699095.1	COMPLETE	COMPLETE	VALIDATED	.	f00975ad4b9078f771146f0c222af1d1d078b4acad84b615180c73555faa4a6f
411	GCF_002207405.1	COMPLETE	COMPLETE	VALIDATED	.	310e8c802d468bb36f6551bc7bbae0a77c5f9eeff5576d30ae3c5fd33cbce981
412	GCF_002326895.1	COMPLETE	COMPLETE	VALIDATED	.	4fc60b95bd53143a7da1778597931da7f132fdce41198636a1bbc34a6a58d42b
413	GCF_002142675.1	COMPLETE	COMPLETE	VALIDATED	.	1e4d62703b5dcd51b6632acb135d6c59f86d96b6029574be2ec559fbcbfaff21
414	GCF_000235165.1	COMPLETE	COMPLETE	VALIDATED	.	89cefcb90f0a990a2c599ddc407fb1766f1a0e170127ea2826eeff4fa93510f9
415	GCF_009794435.1	COMPLETE	COMPLETE	VALIDATED	.	dc01f999eaa5b61c91fcd10f4890c35dc6103c927dcd59ef888e5ee73484f8e3
416	GCF_003982645.1	COMPLETE	COMPLETE	VALIDATED	.	ef09433544e5506c68ff9f3737e3814b93401ab425fede2fa30af0309e5e6131
417	GCF_000013265.1	COMPLETE	COMPLETE	VALIDATED	.	17ea746301384795a766bf06f0a9b6b337016013221122f9735598d3900ad500
418	GCF_900196695.1	COMPLETE	COMPLETE	VALIDATED	.	c19a69efcc7ea10a7eba6cb2e0b34a232827753e9aabf3cd02709b3241b831fd
419	GCF_015699215.1	COMPLETE	COMPLETE	VALIDATED	.	702735922537c753d9e4a7195c2e61557a47bc41e569d6b472573ace7163be26
420	GCF_015620555.1	COMPLETE	COMPLETE	VALIDATED	.	44868e0021c7898c9ca703a92f7a21b38f6f591dc9372b695f513e1635f35412
421	GCF_003982995.1	COMPLETE	COMPLETE	VALIDATED	.	6bffc972d933966bb712bcd2261550800bba6f82189e200eee780a680317b69b
422	GCF_002144185.1	COMPLETE	COMPLETE	VALIDATED	.	8006cfbd69a4b58676e3c2e4279b5cf33f068c184d17e6ae471803ab4383dcb2
423	GCF_902505295.1	COMPLETE	COMPLETE	VALIDATED	.	4692aced8f29139c7c01d89a0736cc6a64b9e761f01d932b7f3a23121e10c51c
424	GCF_003172135.1	COMPLETE	COMPLETE	VALIDATED	.	f0e3199ea195e6d6b426e32c53632ab898ea84e919cd564b289096ca0e866e34
425	GCF_003601935.1	COMPLETE	COMPLETE	VALIDATED	.	166ab08bc9952a6e807a74136cdf45b693938c4170861988b8a57e6d0723f441
426	GCF_902807245.1	COMPLETE	COMPLETE	VALIDATED	.	acf7c9c1d1761e5d6f10f0bc7acfd8f14794b14dab060ace4d6ba1f09969e57a
427	GCF_001183685.1	COMPLETE	COMPLETE	VALIDATED	.	f91ec712d19424db46bc5749a7aa025d716f89b7af971e873b57ecf27c55f088
428	GCF_016761155.1	COMPLETE	COMPLETE	VALIDATED	.	673729d87adfcf1332be87bef468d95d82b82291c7c4cd8b25674f3e855fbbb3
429	GCF_017118895.1	COMPLETE	COMPLETE	VALIDATED	.	ff6b78fc22e128842f88a1eaa5f61ae9d76963a24620bd009d75ccd5c2c9ca9a
430	GCF_902859225.1	COMPLETE	COMPLETE	VALIDATED	.	559cf87b5d495294ad454a35f9c245468c0ddc0fbe28757790098ab49e65e2f6
431	GCF_003303085.1	COMPLETE	COMPLETE	VALIDATED	.	0f63957783ce1f017031bf94269bfc306fd98dd78a831e6a552a1bf2aa9531b5
432	GCF_006237245.1	COMPLETE	COMPLETE	VALIDATED	.	0a9f370b30c10dcf7e22909a0e76488799e06fae172bc3049f729d03b21b304b
433	GCF_900607785.1	COMPLETE	COMPLETE	VALIDATED	.	a83ffb82c086fae9bf848a6aeb9110a224edf7bfd3141f38ec50914275a3e50e
434	GCF_004120975.1	COMPLETE	COMPLETE	VALIDATED	.	c9e39f139c624d60ab270d7b8ae503c1cc0f8d78857d7e65ec59b4ecedca9b2d
435	GCF_016761275.1	COMPLETE	COMPLETE	VALIDATED	.	cfcf1209d3c871feed36cd026c9c15f995dc35bde9df7c50d6946b9845721c6f
436	GCF_019050495.1	COMPLETE	COMPLETE	VALIDATED	.	8f843d4184d25ea08ecba3e2423236915ddbd82136faa6364ea92107093d89a5
437	GCF_013047075.1	COMPLETE	COMPLETE	VALIDATED	.	6ea3b54a72271e8102c059bd012c4c645ee6873f8f5277160dd98841e0aff59d
438	GCF_003172455.1	COMPLETE	COMPLETE	VALIDATED	.	007f2ca78bfd8796c857684b27ca22de950b47c92bfc87c10210ad65473b7a0c
439	GCF_016530575.1	COMPLETE	COMPLETE	VALIDATED	.	37f885700bc9288193e7a27eedfd3e5a5d5391cfb75d1cfeae4c15aa587f67be
440	GCF_015690315.1	COMPLETE	COMPLETE	VALIDATED	.	e67e740a8be27091b555c1ccb14195ce1258031d8cc0908f3a4c37e029441eaf
441	GCF_002011985.1	COMPLETE	COMPLETE	VALIDATED	.	6f4b5ccc2793977b9f6a3ff80920365b5295192047e4160d59ba5dbd8fd10b95
442	GCF_000408365.1	COMPLETE	COMPLETE	VALIDATED	.	8d00d21e3c3860811543c26cb6113415961ccd2417bf37b68b477b23f804d8f2
443	GCF_002542395.1	COMPLETE	COMPLETE	VALIDATED	.	c12f1ba57ea6af19debf3f48e39541d32e2b91ad5642997b2e28f846d932b56f
444	GCF_002229875.1	COMPLETE	COMPLETE	VALIDATED	.	a5ba5934bb59ee9781d8e55dc2a250610cb11e0862d2831177e4e7273d3fcbb8
445	GCF_002195175.1	COMPLETE	COMPLETE	VALIDATED	.	7b407ec8ec0ea3446187985f138d90a5d040f4ac940387ca9b990c3ecf45843f
446	GCF_001860505.1	COMPLETE	COMPLETE	VALIDATED	.	8e39dc4729cbcebc28b9e15d3c839919a90e9a4f3679a2925349d05ebc43ef30
447	GCF_001617075.1	COMPLETE	COMPLETE	VALIDATED	.	a6b1dce906b304073ed94722f1030ce803d6062b4523602f87a43610a8de8a94
448	GCF_002229215.1	COMPLETE	COMPLETE	VALIDATED	.	568fa11f8d51415ac26daa2d6b8ffc156edae4789dfafb1d0e150aea7c9de1fe
449	GCF_001692795.1	COMPLETE	COMPLETE	VALIDATED	.	e7b5bb30bb8e5ca4772485a8bf38225ba49c2ae1142d8657fcfa472f285d72cb
450	GCF_000700625.1	COMPLETE	COMPLETE	VALIDATED	.	1d581b0d8abb1637af0b286c5ac9e694e5c3ece8f3bbad304ce1ad7ee067fe98
451	GCF_005043925.1	COMPLETE	COMPLETE	VALIDATED	.	1335d4fe5360cb70dfcdaa698bfc430bd2ec2136372623a0070aa6dc2f983928
452	GCF_001650605.1	COMPLETE	COMPLETE	VALIDATED	.	94b55dcf4160d04d31a9565e358b10c3e87942785fe1af7ee7f6ded79a0cebc6
453	GCF_009767245.1	COMPLETE	COMPLETE	VALIDATED	.	0d720271a3de0565cda7e08e134d7469438a836c2e21bc0add71161c31231ea5
454	GCF_011077775.1	COMPLETE	COMPLETE	VALIDATED	.	f9853a55ea82817d4524465d95f4e095006f6ba1af31c1463d6bb713b0c7b4ca
455	GCF_000354455.1	COMPLETE	COMPLETE	VALIDATED	.	6a3a41bf7413b5c3b75e4f0ab3631cec93360d0969b48ec149539a81317a70bc
456	GCF_005394825.1	COMPLETE	COMPLETE	VALIDATED	.	e5b031c81a8cde0e3b7db9d6a5f68767bf86f15c23f1ed2ac1b9b6022c7d3a4b
457	GCF_002001975.1	COMPLETE	COMPLETE	VALIDATED	.	98a39388a7a2cd622e312be49623b64c49a2bd12cac0ecd3c0e3dcf88b7e57d0
458	GCF_005381345.1	COMPLETE	COMPLETE	VALIDATED	.	f5d7b9f8768808c9c07ed5357e5487774b9d03231fbfbe9c0616d9938b53d7df
459	GCF_000352925.1	COMPLETE	COMPLETE	VALIDATED	.	0d60fec5f0ef2a50fc53b0bd21445758a047ddd5a2397f2cf8f53f169f0ffec6
460	GCF_001749125.1	COMPLETE	COMPLETE	VALIDATED	.	933a53af4ac27ac71d69e1e32fe234e66bbfd1df428acc29fe64a9a272860b62
461	GCF_002573065.1	COMPLETE	COMPLETE	VALIDATED	.	617035e0bf9e44d015f76dc5b03520f8987d56ed9e2f91d47aa606f4ad83a441
462	GCF_002514845.1	COMPLETE	COMPLETE	VALIDATED	.	fdd1aebb06f2fc60db9d6c63aea084923ec0ad9fafb217b6b0b60a39041891bd
463	GCF_019587525.1	COMPLETE	COMPLETE	VALIDATED	.	01f942d32b8125c9ca7fea6ddc86bf00ab34ec180f1170974fb668d88767e3b6
464	GCF_002233095.1	COMPLETE	COMPLETE	VALIDATED	.	1bc268b3ac754270037962af2015eeb8510f2b54ee011c5e1cedf6c525c31d87
465	GCF_003361455.1	COMPLETE	COMPLETE	VALIDATED	.	5f9338fc479a0a5c1c57ede625f77fb6ac04f50c67fb4c472bfc97c538c1ad63
466	GCF_004170625.1	COMPLETE	COMPLETE	VALIDATED	.	b6c4ce401a1cb474fab3cfaa5d3ec1c4abedb59aab1e7d418c825ced79231169
467	GCF_018069725.1	COMPLETE	COMPLETE	VALIDATED	.	745d2d383c070c2376f31ffa78518c39d1e6697c0d0ccd6265d683096a8388d2
