run	scientific_name	queries	library_strategy	platform	bioproject	uids	tier_e1_archetype
SRR24951896	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139994	
SRR24951897	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139993	
SRR24951899	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139991	
SRR24951900	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28140067	
SRR24951905	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139985	
SRR24951912	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139978	
SRR24951913	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139977	
SRR24951914	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139976	
SRR24951916	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139974	
SRR24951919	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139971	
SRR24951920	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139970	
SRR24951924	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139966	
SRR24951926	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139964	
SRR24951927	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139963	
SRR24951934	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139956	
SRR24951936	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139954	
SRR24951938	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139952	
SRR24951939	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139951	
SRR24951940	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139950	
SRR24951945	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139945	
SRR24951948	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139942	
SRR24951950	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139940	
SRR24951952	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139938	
SRR24951953	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139937	
SRR24951954	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139936	
SRR24951955	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139935	
SRR24951956	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139934	
SRR24951967	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139923	
SRR24951970	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139920	
SRR24951971	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139919	
SRR24951973	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139917	
SRR24951976	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139914	
SRR24951979	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139911	
SRR24951987	Escherichia coli	E2	WGS	ILLUMINA	SRP444455	28139903	
SRR24998826	Escherichia coli	E2	WGS	ILLUMINA	SRP445406	28185465	
SRR24998827	Escherichia coli	E2	WGS	ILLUMINA	SRP445406	28185464	
SRR24998828	Escherichia coli	E2	WGS	ILLUMINA	SRP445406	28185463	
SRR24998829	Escherichia coli	E2	WGS	ILLUMINA	SRP445406	28185462	
SRR24998830	Escherichia coli	E2	WGS	ILLUMINA	SRP445406	28185461	
SRR24998831	Escherichia coli	E2	WGS	ILLUMINA	SRP445406	28185460	
SRR24998832	Escherichia coli	E2	WGS	ILLUMINA	SRP445406	28185459	
SRR24998833	Escherichia coli	E2	WGS	ILLUMINA	SRP445406	28185458	
SRR24998834	Escherichia coli	E2	WGS	ILLUMINA	SRP445406	28185457	
SRR24998835	Escherichia coli	E2	WGS	ILLUMINA	SRP445406	28185456	
SRR24998836	Escherichia coli	E2	WGS	ILLUMINA	SRP445406	28185455	
SRR25008992	Escherichia coli	E2	WGS	ILLUMINA	SRP445554	28195061	
SRR25019516	Escherichia coli	E2	WGS	ILLUMINA	SRP430995	28205433	
SRR25019517	Escherichia coli	E2	WGS	ILLUMINA	SRP430995	28205432	
SRR25019531	Escherichia coli	E2	WGS	ILLUMINA	SRP430995	28205448	
SRR25019532	Escherichia coli	E2	WGS	ILLUMINA	SRP430995	28205447	
SRR25022254	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445811	28208370	
SRR25022255	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445811	28208369	
SRR25022256	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445811	28208368	
SRR25022257	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445811	28208367	
SRR25022258	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445811	28208366	
SRR25022259	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445811	28208365	
SRR25022260	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445811	28208364	
SRR25022261	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445811	28208363	
SRR25022262	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445811	28208362	
SRR25023203	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445823	28209315	
SRR25023204	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445823	28209314	
SRR25023205	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445823	28209313	
SRR25023206	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445823	28209312	
SRR25023207	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445823	28209311	
SRR25023208	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445823	28209310	
SRR25023209	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445823	28209309	
SRR25023210	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445823	28209308	
SRR25023211	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP445823	28209307	
SRR25036427	Escherichia coli	E2	WGS	ILLUMINA	SRP397080	28222460	
SRR25056923	Escherichia coli	E2	WGS	ILLUMINA	SRP101500	28242417	
SRR25132459	Escherichia coli	E2	WGS	ILLUMINA	SRP447346	28316656	
SRR25132479	Escherichia coli	E2	WGS	ILLUMINA	SRP447346	28316676	
SRR25132554	Escherichia coli	E2	WGS	ILLUMINA	SRP447346	28316751	
SRR25132570	Escherichia coli	E2	WGS	ILLUMINA	SRP447346	28316767	
SRR25132630	Escherichia coli	E2	WGS	ILLUMINA	SRP447346	28316827	
SRR25132632	Escherichia coli	E2	WGS	ILLUMINA	SRP447346	28316829	
SRR25132774	Escherichia coli	E2	WGS	ILLUMINA	SRP447346	28316971	
SRR25132784	Escherichia coli	E2	WGS	ILLUMINA	SRP447346	28316981	
SRR25145096	Escherichia coli	E2	WGS	ILLUMINA	SRP469872	28329638	
SRR25281239	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28460881	
SRR25281240	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28460880	
SRR25281243	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28460877	
SRR25281244	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28460876	
SRR25282072	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28461373	
SRR25282073	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28461372	
SRR25282078	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28461367	
SRR25282079	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28461366	
SRR25282080	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28461365	
SRR25282082	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28461363	
SRR25282083	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28461362	
SRR25282087	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28461358	
SRR25282089	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28461356	
SRR25282090	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28461355	
SRR25293659	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471862	
SRR25293661	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471860	
SRR25293663	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471858	
SRR25293664	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471857	
SRR25293671	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471850	
SRR25293672	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471849	
SRR25293673	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471848	
SRR25293674	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471847	
SRR25293675	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471846	
SRR25293676	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471845	
SRR25293775	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471982	
SRR25293776	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471981	
SRR25293780	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471977	
SRR25293782	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471975	
SRR25293783	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471974	
SRR25293784	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471973	
SRR25293787	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471970	
SRR25293792	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471965	
SRR25293793	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471964	
SRR25293809	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472012	
SRR25293812	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472009	
SRR25293816	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472005	
SRR25293818	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472003	
SRR25293820	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472001	
SRR25293823	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471998	
SRR25293824	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471997	
SRR25293825	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28471996	
SRR25293890	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472086	
SRR25293892	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472084	
SRR25293896	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472080	
SRR25293897	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472079	
SRR25293899	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472077	
SRR25293901	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472075	
SRR25293904	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472107	
SRR25293909	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472102	
SRR25293911	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472100	
SRR25294080	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472280	
SRR25294083	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472277	
SRR25294087	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472273	
SRR25294113	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472326	
SRR25294116	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472323	
SRR25294123	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472316	
SRR25294127	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472312	
SRR25294128	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472311	
SRR25294130	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472309	
SRR25294132	Escherichia coli	E2	WGS	ILLUMINA	SRP449546	28472307	
SRR25356341	Escherichia coli	E2	WGS	ILLUMINA	SRP162179	28530508	
SRR25360082	Escherichia coli	E2	WGS	ILLUMINA	SRP469872	28534243	
SRR25405079	Escherichia coli	E2	WGS	ILLUMINA	SRP385567	28576658	
SRR25405080	Escherichia coli	E2	WGS	ILLUMINA	SRP385567	28576657	
SRR25405081	Escherichia coli	E2	WGS	ILLUMINA	SRP385567	28576656	
SRR25405082	Escherichia coli	E2	WGS	ILLUMINA	SRP385567	28576655	
SRR25405084	Escherichia coli	E2	WGS	ILLUMINA	SRP385567	28576653	
SRR25405086	Escherichia coli	E2	WGS	ILLUMINA	SRP385567	28576651	
SRR25405090	Escherichia coli	E2	WGS	ILLUMINA	SRP385567	28576647	
SRR25405092	Escherichia coli	E2	WGS	ILLUMINA	SRP385567	28576645	
SRR25405093	Escherichia coli	E2	WGS	ILLUMINA	SRP385567	28576644	
SRR25405095	Escherichia coli	E2	WGS	ILLUMINA	SRP385567	28576642	
SRR25405096	Escherichia coli	E2	WGS	ILLUMINA	SRP385567	28576641	
SRR25405099	Escherichia coli	E2	WGS	ILLUMINA	SRP385567	28576638	
SRR25405830	Escherichia coli str. K-12 substr. W3110	E2	WGS	ILLUMINA	SRP451159	28577385	
SRR25405831	Escherichia coli str. K-12 substr. W3110	E2	WGS	ILLUMINA	SRP451159	28577384	
SRR25405832	Escherichia coli str. K-12 substr. W3110	E2	WGS	ILLUMINA	SRP451159	28577383	
SRR254181	Escherichia coli 902034 (7b)	E2	WGS	ILLUMINA	SRP007053	83192	
SRR25424197	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594164	
SRR25424198	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594163	
SRR25424199	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594162	
SRR25424200	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594161	
SRR25424201	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594160	
SRR25424202	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594159	
SRR25424203	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594158	
SRR25424204	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594157	
SRR25424205	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594156	
SRR25424206	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594155	
SRR25424207	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594154	
SRR25424208	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594153	
SRR25424209	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594152	
SRR25424210	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594151	
SRR25424211	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594150	
SRR25424212	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594149	
SRR25424213	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594148	
SRR25424214	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594147	
SRR25424215	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594146	
SRR25424216	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594145	
SRR25424217	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594144	
SRR25424218	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594143	
SRR25424219	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594142	
SRR25424220	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594141	
SRR25424221	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594140	
SRR25424222	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594139	
SRR25424223	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594138	
SRR25424224	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594137	
SRR25424225	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594136	
SRR25424226	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594135	
SRR25424227	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594134	
SRR25424228	Escherichia coli	E2	WGS	ILLUMINA	SRP451452	28594133	
SRR25431006	Escherichia coli	E2	WGS	ILLUMINA	SRP101500	28600646	
SRR25431019	Escherichia coli	E2	WGS	ILLUMINA	SRP101500	28600633	
SRR25474716	Escherichia coli	E2	WGS	ILLUMINA	SRP452513	28643278	
SRR25474717	Escherichia coli	E2	WGS	ILLUMINA	SRP452513	28643277	
SRR25500367	Escherichia coli	E2	WGS		SRP453069	28667870	
SRR25500368	Escherichia coli	E2	WGS	ILLUMINA	SRP453069	28667869	
SRR25599672	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28764471	
SRR25599673	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28764470	
SRR25599674	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28764469	
SRR25599675	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28764468	
SRR25599676	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28764467	
SRR25599677	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28764466	
SRR25599678	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28764465	
SRR25599679	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28764464	
SRR25599680	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28764463	
SRR25599681	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28764462	
SRR25599682	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28764461	
SRR25599683	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28764460	
SRR25608257	Escherichia coli	E2	WGS		SRP454469	28772883	
SRR25608258	Escherichia coli	E2	WGS		SRP454469	28772882	
SRR25608259	Escherichia coli	E2	WGS		SRP454469	28772881	
SRR25608260	Escherichia coli	E2	WGS		SRP454469	28772880	
SRR25608261	Escherichia coli	E2	WGS		SRP454469	28772879	
SRR25608262	Escherichia coli	E2	WGS		SRP454469	28772878	
SRR25608263	Escherichia coli	E2	WGS		SRP454469	28772877	
SRR25608264	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28772876	
SRR25608265	Escherichia coli	E2	WGS		SRP454469	28772875	
SRR25608266	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28772874	
SRR25608267	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28772873	
SRR25608268	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28772872	
SRR25608269	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28772871	
SRR25608270	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28772870	
SRR25608271	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28772869	
SRR25608272	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28772868	
SRR25608273	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28772867	
SRR25608274	Escherichia coli	E2	WGS	ILLUMINA	SRP454469	28772866	
SRR25608275	Escherichia coli	E2	WGS		SRP454469	28772865	
SRR25608276	Escherichia coli	E2	WGS		SRP454469	28772864	
SRR25608277	Escherichia coli	E2	WGS		SRP454469	28772863	
SRR25666315	Escherichia coli	E2	WGS	ILLUMINA	SRP455627	28830188	
SRR25666316	Escherichia coli	E2	WGS	ILLUMINA	SRP455627	28830187	
SRR25666317	Escherichia coli	E2	WGS	ILLUMINA	SRP455627	28830186	
SRR25828947	Escherichia coli	E2	WGS	ILLUMINA	SRP431762	29034411	
SRR25828948	Escherichia coli	E2	WGS	ILLUMINA	SRP431762	29034410	
SRR25828951	Escherichia coli	E2	WGS	ILLUMINA	SRP431762	29034407	
SRR26036452	Escherichia coli	E2	WGS		SRP459613	29436314	
SRR26036453	Escherichia coli	E2	WGS		SRP459613	29436313	
SRR26036454	Escherichia coli	E2	WGS		SRP459613	29436312	
SRR26036455	Escherichia coli	E2	WGS		SRP459613	29436311	
SRR26036456	Escherichia coli	E2	WGS		SRP459613	29436310	
SRR26036457	Escherichia coli	E2	WGS		SRP459613	29436309	
SRR26036458	Escherichia coli	E2	WGS		SRP459613	29436308	
SRR26036471	Escherichia coli	E2	WGS		SRP459613	29436333	
SRR26036472	Escherichia coli	E2	WGS		SRP459613	29436332	
SRR26036473	Escherichia coli	E2	WGS		SRP459613	29436331	
SRR26036474	Escherichia coli	E2	WGS		SRP459613	29436330	
SRR26036475	Escherichia coli	E2	WGS		SRP459613	29436329	
SRR26036476	Escherichia coli	E2	WGS		SRP459613	29436328	
SRR26036477	Escherichia coli	E2	WGS		SRP459613	29436327	
SRR26087471	Escherichia coli	E2	WGS	ILLUMINA	SRP461350	29605521	
SRR26089092	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	SRP461376	29607108	
SRR26089093	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	SRP461376	29607107	
SRR26089094	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	SRP461376	29607106	
SRR26089095	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	SRP461376	29607105	
SRR26089097	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	SRP461376	29607103	
SRR26089098	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	SRP461376	29607102	
SRR26110327	Escherichia coli	E2	WGS		SRP459155	29637680	
SRR26110330	Escherichia coli	E2	WGS		SRP459155	29637677	
SRR26110333	Escherichia coli	E2	WGS	ILLUMINA	SRP459155	29637674	
SRR26116985	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461919	29646710	
SRR26116986	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461919	29646709	
SRR26116987	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461919	29646708	
SRR26116988	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461919	29646707	
SRR26116989	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461919	29646706	
SRR26116990	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461919	29646705	
SRR26116991	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461919	29646704	
SRR26116992	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461919	29646703	
SRR26116993	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461919	29646702	
SRR26121103	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461970	29650806	
SRR26121104	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461970	29650805	
SRR26121105	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461970	29650804	
SRR26121106	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461970	29650803	
SRR26121107	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461970	29650802	
SRR26121108	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461970	29650801	
SRR26121109	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461970	29650800	
SRR26121110	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461970	29650799	
SRR26121111	Escherichia coli K-12	E2	WGS	ILLUMINA	SRP461970	29650798	
SRR26149252	Escherichia coli	E2	WGS	ILLUMINA	SRP462716	29720780	
SRR26149253	Escherichia coli	E2	WGS	ILLUMINA	SRP462716	29720779	
SRR26149254	Escherichia coli	E2	WGS	ILLUMINA	SRP462716	29720778	
SRR26149255	Escherichia coli	E2	WGS	ILLUMINA	SRP462716	29720777	
SRR26149256	Escherichia coli	E2	WGS	ILLUMINA	SRP462716	29720776	
SRR26149257	Escherichia coli	E2	WGS	ILLUMINA	SRP462716	29720775	
SRR26149258	Escherichia coli	E2	WGS	ILLUMINA	SRP462716	29720774	
SRR26182764	Escherichia coli	E2	WGS	ILLUMINA	SRP101500	29788386	
SRR26203452	Escherichia coli	E2	WGS	ILLUMINA	SRP463646	29813521	
SRR26217378	Escherichia coli	E2	WGS	ILLUMINA	SRP161673	29827507	
SRR26358884	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996296	
SRR26358885	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996295	
SRR26358886	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996294	
SRR26358887	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996293	
SRR26358888	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996292	
SRR26358889	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996291	
SRR26358890	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996290	
SRR26358891	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996289	
SRR26358892	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996288	
SRR26358893	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996287	
SRR26358894	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996286	
SRR26358895	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996285	
SRR26358896	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996284	
SRR26358897	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996283	
SRR26358898	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996282	
SRR26358899	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996281	
SRR26358900	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996280	
SRR26358901	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996279	
SRR26358902	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996278	
SRR26358903	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996277	
SRR26358904	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996276	
SRR26358905	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996275	
SRR26358906	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996274	
SRR26358907	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996273	
SRR26358908	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996272	
SRR26358909	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996271	
SRR26358910	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996270	
SRR26358911	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996269	
SRR26358912	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996268	
SRR26358913	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996267	
SRR26358914	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996266	
SRR26358915	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996265	
SRR26358916	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996264	
SRR26358917	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996263	
SRR26358918	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996262	
SRR26358919	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996261	
SRR26358920	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996260	
SRR26358921	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996259	
SRR26358922	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996258	
SRR26358923	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996257	
SRR26358924	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996256	
SRR26358925	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996255	
SRR26358926	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996254	
SRR26358927	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996253	
SRR26358928	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996252	
SRR26358929	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996251	
SRR26358930	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996250	
SRR26358931	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996249	
SRR26358932	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996248	
SRR26358933	Escherichia coli	E2	WGS	ILLUMINA	SRP465800	29996247	
SRR26434295	Escherichia coli	E2	WGS		SRP467234	30091137	
SRR26434296	Escherichia coli	E2	WGS		SRP467234	30091136	
SRR26448182	Escherichia coli	E2	WGS	ILLUMINA	SRP467474	30105934	
SRR26448183	Escherichia coli	E2	WGS	ILLUMINA	SRP467474	30105933	
