url	sha256	md5
https://conda.anaconda.org/bioconda/linux-64/smoothxg-0.7.4-h40c17d1_0.tar.bz2	41e5a6efc80085c12b9ab824af1be46003ae885517ef55949fa4d956935f6a37	2496b1a663ec7319bb0a58a4278cbc5c
https://conda.anaconda.org/conda-forge/noarch/spectra-0.0.11-py_1.tar.bz2	6f75e8f833c84fd7d129ab89d3ed6cff95b3197ba73bf6dc6a17268306ad228f	3979401f3b9bcebf0adba6d091d390e3
https://conda.anaconda.org/conda-forge/linux-64/suitesparse-5.10.1-h5a4f163_3.conda	235c9321cb76896f3304eea87248a74f52d8c088a38b9cbd98a5366e34756b90	f363554b9084fb9d5e3366fbbc0d18e0
https://conda.anaconda.org/bioconda/noarch/tabix-1.11-hdfd78af_0.tar.bz2	9cc71617773a5d12e696d707b8bfa8934984b59e75913a32b65ea3c2121669a7	cb68d74b5a5ca94b745ce168b1043dfd
https://conda.anaconda.org/conda-forge/linux-64/tbb-2021.12.0-h00ab1b0_0.conda	0b48f402e18f293e3c7a4c4e391ed2523f173bdec86aa42658db787196eb27ca	f1b776cff1b426e7e7461a8502a3b731
https://conda.anaconda.org/conda-forge/noarch/texttable-1.7.0-pyhd8ed1ab_0.conda	09d34b2bd68ddf708477c9d8101c3d81faa146098d213442f58d49609ad3e4e0	aaadd85d5ca8f8d69a3147857bf4708d
https://conda.anaconda.org/conda-forge/linux-64/time-1.8-h516909a_0.tar.bz2	7ca7806d930a11027b9fd3204fde9fb4839866d30a1784f64e12cc97222852f3	ce8205cc77eed2ee7636547d20d335ca
https://conda.anaconda.org/conda-forge/linux-64/tk-8.6.13-noxft_h4845f30_101.conda	e0569c9caa68bf476bead1bed3d79650bb080b532c64a4af7d8ca286c08dea4e	d453b98d9c83e71da0741bb0ff4d76bc
https://conda.anaconda.org/conda-forge/noarch/typing_extensions-4.11.0-pyha770c72_0.conda	a7e8714d14f854058e971a6ed44f18cc37cc685f98ddefb2e6b7899a0cc4d1a2	6ef2fc37559256cf682d8b3375e89b80
https://conda.anaconda.org/conda-forge/noarch/tzdata-2024a-h0c530f3_0.conda	7b2b69c54ec62a243eb6fba2391b5e443421608c3ae5dbff938ad33ca8db5122	161081fc7cec0bfda0d86d7cb595f8d8
https://conda.anaconda.org/conda-forge/linux-64/unicodedata2-15.1.0-py310h2372a71_0.conda	5ab2f2d4542ba0cc27d222c08ae61706babe7173b0c6dfa748aa37ff2fa9d824	72637c58d36d9475fda24700c9796f19
https://conda.anaconda.org/conda-forge/noarch/urllib3-2.2.1-pyhd8ed1ab_0.conda	d4009dcc9327684d6409706ce17656afbeae690d8522d3c9bc4df57649a352cd	08807a87fa7af10754d46f63b368e016
